integer-1,integer-1,integer-1,integer-1,decimal-1,decimal-1,decimal-1,decimal-1,varchar-4,varchar-4,date-1,date-1,date-1,varchar-28,varchar-12,varchar-48
644,2563,76,1,10.00,15446.40,0.07,0.04,A,F,1994-01-26,1993-12-19,1994-01-28,DELIVER IN PERSON        ,AIR       ,tealthily abo
646,9313,47,3,16.00,24746.24,0.10,0.04,N,O,1996-04-29,1996-06-12,1996-05-25,DELIVER IN PERSON        ,AIR       ,are bold deposits. special th
650,23938,13,1,16.00,24810.40,0.03,0.05,N,O,1997-03-31,1997-02-03,1997-04-04,DELIVER IN PERSON        ,AIR       ,ding platelets 
650,24198,51,3,22.00,34114.30,0.01,0.01,R,F,1995-02-25,1995-04-04,1995-03-20,DELIVER IN PERSON        ,AIR       ,ar courts cajole slyly after 
656,14212,19,4,15.00,23349.75,0.09,0.06,R,F,1992-04-11,1992-03-26,1992-04-20,DELIVER IN PERSON        ,AIR       ,ilent platelets abo
659,8992,60,3,5.00,7798.25,0.04,0.06,A,F,1994-02-20,1994-01-30,1994-03-16,DELIVER IN PERSON        ,AIR       ,s wake some
659,25633,53,2,26.00,40550.90,0.04,0.00,N,O,1995-09-09,1995-10-07,1995-09-12,DELIVER IN PERSON        ,AIR       ,lithely ironic courts hang s
668,9348,62,1,8.00,12549.28,0.09,0.05,N,O,1996-08-09,1996-08-23,1996-09-06,DELIVER IN PERSON        ,AIR       ,the special pack
669,16293,63,2,17.00,26684.22,0.09,0.05,N,O,1997-10-11,1997-11-15,1997-11-08,DELIVER IN PERSON        ,AIR       , asymptotes haggle furiously according to
672,5504,35,1,4.00,6290.68,0.10,0.07,A,F,1993-04-30,1993-03-01,1993-05-22,DELIVER IN PERSON        ,AIR       ,into beans boost. 
672,25600,73,1,16.00,25162.72,0.04,0.08,N,O,1998-08-19,1998-09-23,1998-08-21,DELIVER IN PERSON        ,AIR       ,ly carefully reg
675,1539,38,3,7.00,11029.69,0.09,0.04,R,F,1995-05-14,1995-04-16,1995-05-30,DELIVER IN PERSON        ,AIR       ,. fluffily reg
679,5153,11,3,30.00,47390.10,0.09,0.01,N,O,1995-11-10,1995-11-14,1995-11-16,DELIVER IN PERSON        ,AIR       ,beans sleep bl
687,21408,19,1,9.00,14289.12,0.02,0.02,N,O,1997-12-12,1997-11-15,1998-01-03,DELIVER IN PERSON        ,AIR       , unusual accounts wake fur
692,11680,24,7,9.00,14334.21,0.09,0.02,R,F,1994-12-20,1994-11-29,1995-01-19,DELIVER IN PERSON        ,AIR       ,ently ironic grouches after the 
693,24579,87,6,18.00,28686.42,0.02,0.07,A,F,1993-01-07,1993-01-15,1993-01-27,DELIVER IN PERSON        ,AIR       ,ely ironic packages? quickly unusual reques
695,19808,89,2,2.00,3191.38,0.00,0.04,N,O,1996-08-01,1996-08-20,1996-08-11,DELIVER IN PERSON        ,AIR       ,"the slyly even pinto beans. pending, "
697,16101,29,1,22.00,35149.18,0.02,0.07,A,F,1992-10-28,1992-10-11,1992-11-06,DELIVER IN PERSON        ,AIR       , requests breac
698,21186,30,2,17.00,27177.73,0.07,0.03,A,F,1992-07-20,1992-06-27,1992-07-24,DELIVER IN PERSON        ,AIR       ,ongside of the fluf
698,25282,61,7,16.00,25579.04,0.04,0.05,N,O,1996-04-01,1996-02-25,1996-04-17,DELIVER IN PERSON        ,AIR       ,arefully blithe requ
707,20387,4,3,29.00,46623.30,0.07,0.07,N,O,1997-08-03,1997-07-27,1997-08-04,DELIVER IN PERSON        ,AIR       ,sly ironic requests 
710,18787,75,2,15.00,24160.65,0.05,0.08,R,F,1994-12-03,1994-11-26,1994-12-22,DELIVER IN PERSON        ,AIR       ,sts sleep carefully. car
717,3238,18,1,12.00,19412.52,0.06,0.01,R,F,1993-03-06,1993-05-08,1993-04-01,DELIVER IN PERSON        ,AIR       ,ackages affix furiously. furiously bol
722,12867,87,1,14.00,22718.08,0.02,0.04,A,F,1995-04-20,1995-05-29,1995-05-09,DELIVER IN PERSON        ,AIR       ,ts. furiously regular instructio
722,25828,87,5,30.00,48681.60,0.00,0.04,A,F,1993-12-04,1994-01-31,1993-12-20,DELIVER IN PERSON        ,AIR       ,fully. furious
728,2757,61,3,17.00,27688.24,0.10,0.04,N,O,1995-09-06,1995-09-27,1995-09-22,DELIVER IN PERSON        ,AIR       ,er the furiously silent 
729,9349,26,7,20.00,32594.40,0.04,0.02,N,O,1997-10-18,1997-10-16,1997-10-22,DELIVER IN PERSON        ,AIR       ,impress blithely slyly unusual d
736,15845,1,4,28.00,45828.44,0.03,0.04,N,O,1997-02-08,1996-12-26,1997-03-09,DELIVER IN PERSON        ,AIR       ,ns. furiously even packages haggle slowl
742,22116,75,5,6.00,9856.44,0.01,0.03,N,O,1996-08-20,1996-09-28,1996-09-02,DELIVER IN PERSON        ,AIR       ,egular requests wake 
745,25159,78,1,4.00,6582.96,0.00,0.03,N,O,1996-05-02,1996-05-30,1996-05-19,DELIVER IN PERSON        ,AIR       ,ronic deposits. furiously regular 
747,5062,48,2,4.00,6590.96,0.02,0.02,R,F,1993-02-06,1992-12-14,1993-03-03,DELIVER IN PERSON        ,AIR       ,ke furiously express theodolites. 
764,19429,97,6,20.00,33295.20,0.08,0.01,A,F,1994-08-31,1994-11-02,1994-09-09,DELIVER IN PERSON        ,AIR       , quickly final pinto beans. 
780,5829,81,7,27.00,45381.06,0.08,0.04,N,O,1997-02-25,1997-03-31,1997-03-03,DELIVER IN PERSON        ,AIR       ,ns about the excuses are c
785,10854,82,1,3.00,5057.34,0.08,0.05,N,O,1998-08-11,1998-07-30,1998-08-17,DELIVER IN PERSON        ,AIR       ,"ing to the ironic, final foxes. special ac"
787,15143,52,1,7.00,11814.46,0.08,0.06,N,O,1998-09-19,1998-07-09,1998-10-15,DELIVER IN PERSON        ,AIR       ,lyly ironic requests. quickly regular
787,24323,52,5,19.00,32067.82,0.06,0.05,N,O,1997-09-18,1997-07-28,1997-10-10,DELIVER IN PERSON        ,AIR       ,"riously express ideas. ironic, "
794,17345,95,2,13.00,22032.27,0.00,0.04,N,O,1995-11-29,1995-10-31,1995-12-11,DELIVER IN PERSON        ,AIR       ,nstructions 
798,18211,63,2,21.00,35674.59,0.01,0.07,N,O,1996-08-16,1996-09-25,1996-09-12,DELIVER IN PERSON        ,AIR       ,fluffily final 
799,8546,96,3,11.00,18697.69,0.06,0.08,R,F,1992-06-06,1992-05-28,1992-06-23,DELIVER IN PERSON        ,AIR       ,", ironic requests sleep fluffily"
799,25863,64,1,25.00,42494.75,0.08,0.05,N,F,1995-06-05,1995-07-14,1995-06-18,DELIVER IN PERSON        ,AIR       ,usly ironic f
801,2177,35,3,23.00,39141.40,0.07,0.05,N,O,1997-01-28,1997-03-02,1997-02-13,DELIVER IN PERSON        ,AIR       ,he silent foxes. iro
805,24519,6,5,9.00,15352.20,0.03,0.03,N,O,1995-07-03,1995-08-12,1995-07-20,DELIVER IN PERSON        ,AIR       ,ests cajole slyly fu
806,12768,7,5,10.00,17068.00,0.06,0.07,R,F,1994-04-23,1994-05-10,1994-05-21,DELIVER IN PERSON        ,AIR       ,ly alongside o
806,13122,6,2,8.00,13654.40,0.09,0.02,A,F,1995-01-15,1994-11-23,1995-01-19,DELIVER IN PERSON        ,AIR       ,carefully 
821,16291,55,2,22.00,37880.04,0.04,0.06,N,O,1995-08-05,1995-05-21,1995-08-30,DELIVER IN PERSON        ,AIR       ,aggle-- deposi
833,3234,33,2,23.00,39878.09,0.03,0.00,N,O,1996-05-29,1996-05-15,1996-06-17,DELIVER IN PERSON        ,AIR       ,d-- fluffily special packag
835,24229,35,4,30.00,52074.90,0.05,0.02,N,O,1996-11-21,1996-10-13,1996-11-25,DELIVER IN PERSON        ,AIR       ,special pinto beans. pe
839,20999,39,5,2.00,3479.66,0.06,0.02,N,O,1997-08-07,1997-06-03,1997-08-24,DELIVER IN PERSON        ,AIR       ,. furiously eve
847,23363,47,4,20.00,34956.80,0.03,0.00,R,F,1992-07-12,1992-08-23,1992-08-04,DELIVER IN PERSON        ,AIR       ,furiously silent instru
848,2211,15,4,23.00,40223.32,0.03,0.02,R,F,1994-10-05,1994-09-13,1994-10-17,DELIVER IN PERSON        ,AIR       ,ependencies 
849,11936,50,2,5.00,8749.20,0.08,0.06,N,O,1996-01-05,1995-10-25,1996-01-22,DELIVER IN PERSON        ,AIR       ,the ironic instructions. quickly i
862,451,63,3,1.00,1762.86,0.07,0.05,N,O,1998-07-13,1998-07-03,1998-08-04,DELIVER IN PERSON        ,AIR       , carefully ironic packages solve furiously 
869,4772,70,1,1.00,1769.86,0.10,0.00,R,F,1994-11-13,1994-10-25,1994-11-15,DELIVER IN PERSON        ,AIR       ,ans. slyly even acc
873,4640,73,2,9.00,15964.83,0.03,0.05,N,O,1996-02-12,1996-02-14,1996-02-29,DELIVER IN PERSON        ,AIR       , accounts. unu
884,18657,18,6,1.00,1784.88,0.10,0.05,N,O,1997-02-27,1997-03-20,1997-03-17,DELIVER IN PERSON        ,AIR       ,ithely regular dependencies na
884,22114,18,1,1.00,1784.88,0.08,0.06,N,O,1996-04-02,1996-05-16,1996-05-01,DELIVER IN PERSON        ,AIR       ,", ironic platelets. slyly regular r"
886,25447,53,1,15.00,26803.20,0.00,0.05,R,F,1992-09-15,1992-07-06,1992-09-16,DELIVER IN PERSON        ,AIR       ,d instructions hinder fluffily final as
891,1635,92,2,8.00,14335.12,0.04,0.05,N,O,1997-04-30,1997-04-21,1997-05-09,DELIVER IN PERSON        ,AIR       ,ravely carefully express 
894,19527,28,1,27.00,48462.03,0.07,0.08,N,O,1996-07-21,1996-07-27,1996-08-11,DELIVER IN PERSON        ,AIR       ,al pinto beans hinder quickly pa
904,16835,39,1,30.00,54147.00,0.03,0.02,A,F,1994-04-14,1994-04-10,1994-04-24,DELIVER IN PERSON        ,AIR       ,nod fluffily arou
905,961,6,2,18.00,32506.20,0.09,0.05,N,O,1995-07-01,1995-08-14,1995-07-04,DELIVER IN PERSON        ,AIR       ,rmanent foxes haggle speci
912,1186,81,2,11.00,19942.01,0.07,0.05,N,O,1996-10-03,1996-10-21,1996-10-17,DELIVER IN PERSON        ,AIR       ,s haggle furiously; slyl
913,4615,48,1,10.00,18139.10,0.02,0.08,A,F,1993-11-20,1993-10-05,1993-12-08,DELIVER IN PERSON        ,AIR       ,sits. slyly express deposits are
914,295,17,2,26.00,47187.66,0.04,0.03,R,F,1994-12-13,1994-11-30,1995-01-06,DELIVER IN PERSON        ,AIR       ,ts above the slyly regular requests x-ray q
916,13829,17,3,12.00,21802.92,0.05,0.04,N,O,1996-09-29,1996-11-21,1996-10-20,DELIVER IN PERSON        ,AIR       ,ld ideas-- regular instructions 
916,20450,19,2,5.00,9084.55,0.06,0.06,R,F,1993-04-05,1993-01-25,1993-04-23,DELIVER IN PERSON        ,AIR       ,daring instructions haggle quickl
917,8864,86,1,5.00,9089.55,0.01,0.04,N,O,1997-02-18,1997-04-26,1997-02-19,DELIVER IN PERSON        ,AIR       , final pinto beans are blithely 
924,10337,59,4,20.00,36498.40,0.03,0.04,N,O,1996-05-09,1996-06-06,1996-05-28,DELIVER IN PERSON        ,AIR       ,s are across the fluffily regular deposi
926,19204,29,6,20.00,36538.40,0.08,0.06,A,F,1994-12-19,1994-11-13,1994-12-23,DELIVER IN PERSON        ,AIR       ,sentiments must haggle furiously re
928,23749,97,4,4.00,7315.68,0.00,0.00,N,O,1997-05-21,1997-03-08,1997-06-01,DELIVER IN PERSON        ,AIR       ,s haggle slyly again
929,19652,64,4,19.00,34768.48,0.07,0.01,R,F,1992-10-02,1992-08-08,1992-10-03,DELIVER IN PERSON        ,AIR       ,nic dolphi
929,25030,64,3,4.00,7319.68,0.05,0.04,N,O,1998-10-24,1998-09-26,1998-10-29,DELIVER IN PERSON        ,AIR       ,pending accounts nag quickly alongside of 
935,19749,38,5,17.00,31210.81,0.04,0.08,N,O,1997-06-18,1997-05-04,1997-06-20,DELIVER IN PERSON        ,AIR       ,furiously regular deposits are carefully e
936,12259,39,7,14.00,25717.02,0.07,0.00,R,F,1993-03-11,1993-04-12,1993-03-29,DELIVER IN PERSON        ,AIR       ,ecial sheaves. final accounts cajole 
941,18114,76,3,17.00,31312.98,0.10,0.05,N,O,1997-02-17,1997-02-10,1997-02-19,DELIVER IN PERSON        ,AIR       ,uests about t
945,22854,46,3,26.00,47994.44,0.09,0.01,N,O,1996-11-10,1996-10-26,1996-11-15,DELIVER IN PERSON        ,AIR       ,g the regular foxes nag blithely along t
947,17702,16,4,23.00,42502.62,0.00,0.01,A,F,1992-06-03,1992-06-09,1992-06-04,DELIVER IN PERSON        ,AIR       ,"arefully. even, expre"
954,1920,55,1,24.00,44518.80,0.04,0.05,N,O,1998-09-27,1998-08-23,1998-10-15,DELIVER IN PERSON        ,AIR       ,"thely. bold, pend"
956,4067,91,6,12.00,22283.40,0.04,0.03,A,F,1992-12-12,1992-11-28,1992-12-15,DELIVER IN PERSON        ,AIR       ,lly slyly even theodol
966,8706,1,5,22.00,41073.12,0.10,0.01,N,O,1996-08-15,1996-09-07,1996-08-20,DELIVER IN PERSON        ,AIR       ,oxes above the express de
967,3655,36,2,1.00,1867.96,0.10,0.06,R,F,1992-10-24,1992-12-18,1992-11-07,DELIVER IN PERSON        ,AIR       ,arefully slow pinto beans are
970,15652,73,2,9.00,16838.73,0.02,0.05,R,F,1993-05-09,1993-04-16,1993-05-20,DELIVER IN PERSON        ,AIR       ,counts. unusual excuses hag
972,1511,75,1,29.00,54316.13,0.01,0.04,N,O,1997-03-17,1997-02-11,1997-03-27,DELIVER IN PERSON        ,AIR       ,s cajole furiously against 
973,11463,76,6,25.00,46849.25,0.02,0.08,N,O,1998-04-16,1998-01-30,1998-04-23,DELIVER IN PERSON        ,AIR       ,t requests. final instructions hang acc
975,6082,78,2,2.00,3751.94,0.04,0.08,N,O,1996-05-31,1996-04-12,1996-06-13,DELIVER IN PERSON        ,AIR       , the packages. express deposits affix
985,15619,86,7,17.00,32061.66,0.09,0.00,N,O,1995-10-10,1995-09-17,1995-10-23,DELIVER IN PERSON        ,AIR       ,. fluffily special the
992,933,27,3,26.00,49217.74,0.05,0.00,A,F,1992-11-09,1992-11-03,1992-11-16,DELIVER IN PERSON        ,AIR       , the deposits affix slyly after t
995,12455,96,4,29.00,54983.71,0.09,0.06,A,F,1992-11-23,1992-11-21,1992-11-24,DELIVER IN PERSON        ,AIR       ,l escapades. quickly ex
997,14019,32,4,19.00,36061.81,0.01,0.03,N,O,1997-10-16,1997-12-01,1997-11-13,DELIVER IN PERSON        ,AIR       ,s among the fluffily special requests boo
997,24743,66,3,11.00,20877.89,0.10,0.01,R,F,1992-08-28,1992-09-04,1992-09-19,DELIVER IN PERSON        ,AIR       , regular theodolites sleep
1009,20516,10,3,13.00,11830.00,0.08,0.00,N,O,1996-05-17,1996-05-18,1996-05-21,DELIVER IN PERSON        ,AIR       ,. unusual deposits haggle 
1016,8486,52,4,15.00,13755.15,0.04,0.07,N,O,1997-01-23,1997-02-26,1997-02-17,DELIVER IN PERSON        ,AIR       ,ven ideas are. carefu
1018,1958,19,3,4.00,3676.04,0.04,0.02,N,O,1995-10-24,1995-12-09,1995-10-28,DELIVER IN PERSON        ,AIR       ,he slyly even dependencies 
1022,8480,28,4,29.00,26767.58,0.07,0.01,A,F,1995-01-31,1995-04-12,1995-02-14,DELIVER IN PERSON        ,AIR       ,", regular ideas. pending ideas x-ray f"
1024,22946,60,4,23.00,21275.46,0.09,0.07,R,F,1994-01-13,1994-03-18,1994-01-30,DELIVER IN PERSON        ,AIR       ,eans. fluffily fin
1025,6661,61,2,15.00,13890.30,0.02,0.01,A,F,1993-07-06,1993-05-20,1993-07-30,DELIVER IN PERSON        ,AIR       ,e slyly slyly ironic deposits. carefully
1028,2209,29,2,10.00,9290.20,0.00,0.02,R,F,1992-09-02,1992-09-24,1992-09-21,DELIVER IN PERSON        ,AIR       ,players. carefully reg
1035,12775,6,2,9.00,8424.27,0.06,0.02,N,O,1996-10-24,1996-12-11,1996-10-31,DELIVER IN PERSON        ,AIR       , express hockey players sleep fur
1047,2466,83,2,10.00,9480.40,0.00,0.00,A,F,1994-05-08,1994-04-06,1994-06-05,DELIVER IN PERSON        ,AIR       ,"sly regular deposits. regular, regula"
1050,4294,86,1,19.00,18069.95,0.03,0.04,A,F,1992-10-16,1992-11-13,1992-10-26,DELIVER IN PERSON        ,AIR       ,nt dependencies. furiously regular ideas d
1053,6055,54,3,9.00,8586.45,0.10,0.02,N,O,1997-02-25,1996-12-29,1997-03-13,DELIVER IN PERSON        ,AIR       ,ely furiously ironi
1055,23521,56,3,6.00,5736.30,0.04,0.06,N,O,1998-04-02,1998-05-04,1998-04-04,DELIVER IN PERSON        ,AIR       , pending pinto 
1057,7237,63,2,23.00,22035.15,0.05,0.06,N,O,1998-05-13,1998-02-22,1998-05-14,DELIVER IN PERSON        ,AIR       ,"ic, ironic ideas. s"
1063,1509,64,3,17.00,16389.02,0.06,0.05,A,F,1993-07-25,1993-08-28,1993-08-19,DELIVER IN PERSON        ,AIR       , furiously. blithely regular ideas haggle c
1063,21125,34,3,8.00,7712.48,0.10,0.03,A,F,1995-03-16,1995-03-31,1995-04-08,DELIVER IN PERSON        ,AIR       ,ts affix q
1067,7682,73,2,12.00,11616.72,0.10,0.06,N,O,1997-12-06,1997-12-01,1998-01-03,DELIVER IN PERSON        ,AIR       ,ons sublate. bold deposits according to the
1070,960,6,1,1.00,971.07,0.07,0.00,A,F,1994-12-24,1994-10-26,1995-01-20,DELIVER IN PERSON        ,AIR       ,y ironic packages. quickly even 
1076,22211,82,3,3.00,2931.21,0.07,0.06,N,O,1995-12-14,1995-12-31,1996-01-13,DELIVER IN PERSON        ,AIR       ,s grow. foxes shall sleep
1077,16642,78,2,8.00,7824.56,0.02,0.01,R,F,1995-04-20,1995-04-07,1995-05-15,DELIVER IN PERSON        ,AIR       ,"posits. asymptotes nag. brave, unusual "
1082,20612,18,4,4.00,3932.32,0.08,0.04,N,O,1997-01-03,1997-02-02,1997-01-17,DELIVER IN PERSON        ,AIR       ,aters arou
1083,10532,54,3,26.00,25586.08,0.02,0.02,N,O,1998-01-05,1998-02-02,1998-01-23,DELIVER IN PERSON        ,AIR       ,xpress deposits. forges are regularly a
1084,10597,85,3,6.00,5910.48,0.06,0.03,N,O,1996-09-24,1996-10-30,1996-10-03,DELIVER IN PERSON        ,AIR       ,iously final depths boost bold requests. d
1086,6886,57,3,9.00,8883.72,0.06,0.03,R,F,1992-04-12,1992-03-17,1992-04-17,DELIVER IN PERSON        ,AIR       ,thely above th
1089,164,90,6,27.00,26732.16,0.10,0.04,R,F,1992-12-23,1993-01-16,1993-01-10,DELIVER IN PERSON        ,AIR       ,ayers wake carefully a
1090,24422,91,2,14.00,13875.26,0.03,0.08,N,O,1996-03-18,1996-02-18,1996-04-10,DELIVER IN PERSON        ,AIR       ,requests h
1091,3779,27,2,5.00,4960.45,0.07,0.03,N,O,1997-01-07,1997-03-26,1997-02-05,DELIVER IN PERSON        ,AIR       ,heodolites. slyly regular a
1091,6274,62,6,22.00,21825.98,0.03,0.01,N,O,1995-09-23,1995-09-13,1995-10-01,DELIVER IN PERSON        ,AIR       ,eodolites are carefully fluffily pendi
1092,9859,93,1,20.00,19861.80,0.04,0.06,N,O,1996-09-03,1996-09-06,1996-10-02,DELIVER IN PERSON        ,AIR       ,es according to the quickly r
1098,12644,4,1,19.00,18982.71,0.09,0.04,A,F,1992-02-07,1992-03-31,1992-02-24,DELIVER IN PERSON        ,AIR       ,r furiously final packa
1098,23618,4,1,4.00,3996.36,0.08,0.03,R,F,1993-01-14,1992-12-31,1993-01-17,DELIVER IN PERSON        ,AIR       ,boldly special requests use quic
1100,21826,36,4,1.00,1001.10,0.10,0.08,N,O,1996-06-12,1996-04-27,1996-06-23,DELIVER IN PERSON        ,AIR       ,final packages. carefully unusu
1109,25060,46,4,9.00,9090.90,0.06,0.04,A,F,1994-08-17,1994-08-21,1994-09-11,DELIVER IN PERSON        ,AIR       ,asymptotes. pending instructi
1116,13733,89,4,3.00,3051.33,0.10,0.07,N,O,1998-03-12,1998-02-16,1998-03-31,DELIVER IN PERSON        ,AIR       ,ly express excuse
1120,2982,57,1,21.00,21443.52,0.00,0.01,A,F,1995-04-03,1995-06-08,1995-04-18,DELIVER IN PERSON        ,AIR       ,ironic deposits. furiously ex
1125,9220,62,1,1.00,1026.12,0.07,0.04,N,O,1998-07-06,1998-07-06,1998-08-03,DELIVER IN PERSON        ,AIR       ,s haggle among the furio
1126,13543,99,2,7.00,7189.84,0.02,0.05,A,F,1992-08-28,1992-10-15,1992-09-08,DELIVER IN PERSON        ,AIR       ,ously bold multipliers 
1130,22689,31,1,9.00,9280.17,0.01,0.08,N,O,1996-01-05,1996-01-06,1996-02-01,DELIVER IN PERSON        ,AIR       ,longside of the careful
1134,14758,43,2,9.00,9316.17,0.10,0.08,R,F,1994-02-06,1994-01-10,1994-02-12,DELIVER IN PERSON        ,AIR       ,al deposits wake blit
1136,11523,73,2,21.00,21779.73,0.03,0.06,N,O,1998-08-06,1998-09-09,1998-08-13,DELIVER IN PERSON        ,AIR       , pinto beans
1145,1094,46,1,9.00,9415.26,0.07,0.06,N,O,1997-12-28,1998-03-16,1998-01-18,DELIVER IN PERSON        ,AIR       ,as. slyly pe
1146,6151,47,2,6.00,6282.84,0.10,0.00,A,F,1993-10-22,1993-08-30,1993-11-11,DELIVER IN PERSON        ,AIR       ,ptotes cajole foxes; furiously un
1151,7717,88,4,25.00,26303.75,0.02,0.08,N,O,1996-11-16,1996-10-25,1996-12-13,DELIVER IN PERSON        ,AIR       , sleep against the regular pinto beans. f
1159,7014,68,4,21.00,22263.15,0.06,0.05,N,O,1996-07-18,1996-07-26,1996-08-11,DELIVER IN PERSON        ,AIR       ,c requests haggle slyly platelets-- sp
1160,3200,69,1,17.00,18039.72,0.10,0.00,N,O,1996-06-06,1996-04-21,1996-06-14,DELIVER IN PERSON        ,AIR       ,side of the furiously pendin
1160,3905,97,2,7.00,7428.12,0.03,0.00,R,F,1994-03-01,1994-02-19,1994-03-11,DELIVER IN PERSON        ,AIR       ,ully furiously furious packag
1161,11714,62,4,23.00,24429.68,0.07,0.08,A,F,1994-11-11,1994-10-29,1994-12-08,DELIVER IN PERSON        ,AIR       ,r ideas. furious pinto beans wake slyl
1164,18150,65,2,12.00,12781.92,0.03,0.06,N,O,1997-05-11,1997-06-21,1997-06-02,DELIVER IN PERSON        ,AIR       ,s accounts boost quickly after the regul
1170,6022,43,3,9.00,9640.53,0.05,0.08,A,F,1995-02-20,1995-05-14,1995-03-02,DELIVER IN PERSON        ,AIR       ,s. packages detect furiously abou
1176,5188,13,1,18.00,19389.06,0.04,0.03,N,O,1995-06-19,1995-05-19,1995-06-25,DELIVER IN PERSON        ,AIR       ,p according to the sometimes regu
1177,1793,86,4,4.00,4312.68,0.00,0.08,R,F,1992-09-27,1992-09-21,1992-10-07,DELIVER IN PERSON        ,AIR       ,equests nod ac
1177,9159,50,2,8.00,8625.36,0.06,0.08,N,O,1995-08-16,1995-09-20,1995-09-09,DELIVER IN PERSON        ,AIR       ,accounts wake. regular accou
1178,1734,15,2,4.00,4316.68,0.06,0.03,A,F,1994-08-20,1994-07-17,1994-08-25,DELIVER IN PERSON        ,AIR       ,final warhorses.
1183,6177,56,2,8.00,8673.44,0.08,0.07,N,O,1997-07-10,1997-09-07,1997-07-26,DELIVER IN PERSON        ,AIR       , slyly unusua
1188,12389,89,3,12.00,13070.16,0.07,0.04,R,F,1994-09-19,1994-10-18,1994-10-15,DELIVER IN PERSON        ,AIR       ,e special accounts. bl
1193,3142,66,1,15.00,16412.85,0.03,0.08,R,F,1992-08-15,1992-08-18,1992-08-22,DELIVER IN PERSON        ,AIR       ,instructions are. ironic packages doz
1194,11685,95,6,30.00,32855.70,0.03,0.06,N,O,1997-04-05,1997-06-13,1997-04-12,DELIVER IN PERSON        ,AIR       ,ily ironic theod
1194,17925,95,1,14.00,15332.66,0.02,0.07,A,F,1992-12-03,1992-12-20,1992-12-31,DELIVER IN PERSON        ,AIR       ,ke despite the blithely even ac
1194,20934,3,4,18.00,19713.42,0.02,0.01,A,F,1993-03-11,1993-03-01,1993-03-25,DELIVER IN PERSON        ,AIR       ,"y ironic, unusual theodolites. quic"
1195,5671,68,1,25.00,27404.75,0.00,0.08,N,O,1998-04-17,1998-03-28,1998-05-06,DELIVER IN PERSON        ,AIR       ,cording to the quickly final requests-- 
1195,25731,4,4,6.00,6577.14,0.00,0.03,A,F,1994-05-05,1994-06-19,1994-05-25,DELIVER IN PERSON        ,AIR       ,ithely unusual deposits. blithely
1196,22855,69,2,14.00,15360.66,0.00,0.08,N,O,1997-10-18,1997-09-19,1997-10-21,DELIVER IN PERSON        ,AIR       , wake carefully at the regula
1202,7877,40,4,21.00,23167.20,0.04,0.06,N,O,1996-04-28,1996-04-12,1996-05-09,DELIVER IN PERSON        ,AIR       , even deposits integra
1203,1890,15,7,10.00,11042.00,0.01,0.04,N,O,1996-12-24,1997-02-19,1997-01-01,DELIVER IN PERSON        ,AIR       ,". even, unusual inst"
1207,13632,19,2,1.00,1108.20,0.04,0.08,R,F,1994-03-20,1994-05-21,1994-04-13,DELIVER IN PERSON        ,AIR       ,ons. instructions are ca
1211,20900,49,1,16.00,17795.36,0.07,0.03,A,F,1994-01-14,1994-02-17,1994-01-25,DELIVER IN PERSON        ,AIR       , packages above the ex
1218,4583,56,6,14.00,15668.94,0.09,0.01,R,F,1994-11-17,1994-11-08,1994-11-21,DELIVER IN PERSON        ,AIR       ,detect. doggedly regular pi
1227,11456,28,2,6.00,6769.32,0.04,0.03,A,F,1993-06-20,1993-07-12,1993-06-21,DELIVER IN PERSON        ,AIR       ,ly even packages grow. furiou
1228,5095,66,3,28.00,31618.16,0.01,0.04,A,F,1992-06-20,1992-06-27,1992-06-22,DELIVER IN PERSON        ,AIR       , into the final courts. ca
1228,16903,66,3,9.00,10162.98,0.03,0.05,N,O,1997-07-31,1997-10-20,1997-08-27,DELIVER IN PERSON        ,AIR       , courts over the slyly regular requests run
1230,23427,42,1,2.00,2262.46,0.00,0.08,N,O,1995-11-06,1995-10-23,1995-11-10,DELIVER IN PERSON        ,AIR       ,usly slyly unusual theodolites. slyly ex
1231,15332,69,3,2.00,2264.46,0.01,0.01,A,F,1993-09-25,1993-07-16,1993-10-19,DELIVER IN PERSON        ,AIR       , haggle furiously regular acco
1238,20099,13,4,24.00,27341.52,0.03,0.02,N,O,1997-11-08,1997-11-03,1997-11-26,DELIVER IN PERSON        ,AIR       ,ld asymptotes cajole carefully slyly pendin
1243,13861,44,7,9.00,10298.16,0.05,0.05,A,F,1993-11-10,1993-09-24,1993-11-21,DELIVER IN PERSON        ,AIR       ,ual theodolites haggle furiously until th
1252,641,64,1,18.00,20758.50,0.01,0.08,R,F,1993-10-17,1993-10-11,1993-10-29,DELIVER IN PERSON        ,AIR       ,p blithely bold packages. quick
1257,7271,32,4,8.00,9266.00,0.10,0.06,N,O,1998-10-06,1998-10-16,1998-11-04,DELIVER IN PERSON        ,AIR       , requests haggle. quiet deposits run blith
1269,20451,44,6,20.00,23405.20,0.01,0.00,A,F,1992-09-20,1992-08-17,1992-09-26,DELIVER IN PERSON        ,AIR       ,refully ironic theodolites wake flu
1275,871,50,5,8.00,9410.16,0.00,0.01,N,O,1995-11-25,1996-01-12,1995-12-12,DELIVER IN PERSON        ,AIR       ,lar ideas-- slyly even accou
1275,20804,87,7,18.00,21172.86,0.06,0.03,N,O,1995-12-15,1996-01-04,1996-01-12,DELIVER IN PERSON        ,AIR       ,"e final, express requests. final"
